Throughput:,2600.000000
Iteration speed:,999
Interval between vehicle spawns:,30
Lanes in total:,4
Plsubus lanes:,1
Time stopped spawning cars, 3600
Duration of simulation, 3676
Total number of cars:,2619
ID, TYPE, LANE, SECS ON BRIDGE, AVG SPEED, TIME WAITED FOR GREEN
1,Car,2,301,7.965,243
2,Car,4,301,7.963,244
3,Car,4,334,7.199,273
4,Car,4,334,7.215,270
5,Car,2,301,7.991,243
6,Car,2,333,7.152,271
7,Plus Bus,1,338,7.085,264
8,Car,2,334,7.212,269
9,Car,4,333,7.166,268
10,Car,4,334,7.206,266
11,Car,4,334,7.199,264
12,Car,4,334,7.171,263
13,Car,4,334,7.192,262
14,Car,2,334,7.165,265
15,Car,2,335,7.197,265
16,Car,3,301,7.931,244
17,Car,4,334,7.164,261
18,Car,2,335,7.186,264
19,Car,3,334,7.201,274
20,Car,3,334,7.182,268
21,Car,3,334,7.178,267
22,Car,4,335,7.196,256
23,Car,3,334,7.167,266
24,Car,2,312,7.715,240
25,Car,3,309,7.737,241
26,Car,2,312,7.710,235
27,Car,4,315,7.654,236
28,Car,2,312,7.699,235
29,Car,4,314,7.606,234
30,Car,3,310,7.779,238
31,Car,4,315,7.638,232
32,Car,2,312,7.702,232
33,Car,2,312,7.721,230
34,Car,2,282,8.518,198
35,Car,2,282,8.515,197
36,Car,3,310,7.770,236
37,Car,4,315,7.656,230
38,Car,4,315,7.651,228
39,Car,3,310,7.748,234
40,Car,3,310,7.773,232
41,Car,4,285,8.364,194
42,Car,2,282,8.518,196
43,Car,2,282,8.503,194
44,Car,3,280,8.604,200
45,Car,4,285,8.375,191
46,Car,3,280,8.582,199
47,Car,3,280,8.552,195
48,Car,4,285,8.393,188
49,Car,4,285,8.406,184
50,Car,2,282,8.483,192
51,Car,2,283,8.515,189
52,Car,2,283,8.502,184
53,Car,4,285,8.378,181
54,Car,2,283,8.497,180
55,Car,3,280,8.541,192
56,Car,3,280,8.561,190
57,Car,2,283,8.482,177
58,Car,3,280,8.567,190
59,Car,3,281,8.581,184
60,Car,4,285,8.370,180
61,Car,4,286,8.430,177
62,Car,2,283,8.506,175
63,Car,2,316,7.593,202
64,Car,4,318,7.520,206
65,Car,2,317,7.605,200
66,Car,4,318,7.534,203
67,Car,2,316,7.594,197
68,Car,3,263,9.147,163
69,Car,4,303,7.954,183
70,Car,3,262,9.096,161
71,Car,3,262,9.106,160
72,Car,2,304,7.891,186
73,Car,4,302,7.906,181
74,Car,3,262,9.112,155
75,Car,2,304,7.869,181
76,Car,2,305,7.906,178
77,Car,3,263,9.154,151
78,Car,4,303,7.948,179
79,Car,3,295,8.114,179
80,Car,2,305,7.883,177
81,Car,2,304,7.853,176
82,Car,4,303,7.918,176
83,Car,2,304,7.853,175
84,Car,4,303,7.907,172
85,Car,3,296,8.131,175
86,Car,3,295,8.118,173
87,Car,2,305,7.878,174
88,Car,3,296,8.127,171
89,Car,2,305,7.841,172
90,Car,2,273,8.753,140
91,Car,2,273,8.755,139
92,Car,3,265,9.077,144
93,Car,3,265,9.093,141
94,Car,4,268,8.927,139
95,Car,2,273,8.738,137
96,Car,4,268,8.937,135
97,Car,2,273,8.740,138
98,Car,3,265,9.077,138
99,Car,3,265,9.066,135
100,Car,3,265,9.058,133
101,Car,4,268,8.964,134
102,Car,2,274,8.801,136
103,Car,2,274,8.799,133
104,Car,3,265,9.040,132
105,Car,4,268,8.945,135
106,Car,2,274,8.795,131
107,Car,4,268,8.964,132
108,Car,4,268,8.921,131
109,Car,4,269,8.937,131
110,Car,2,274,8.797,131
111,Car,4,269,8.962,129
112,Car,4,257,9.363,121
113,Car,4,257,9.379,119
114,Car,2,261,9.121,123
115,Car,4,257,9.362,118
116,Car,4,257,9.351,118
117,Car,2,262,9.191,122
118,Car,3,251,9.562,123
119,Car,4,257,9.328,116
120,Car,2,294,8.163,151
121,Car,4,257,9.352,114
122,Car,3,251,9.579,119
123,Car,2,294,8.158,150
124,Car,3,251,9.580,117
125,Car,4,289,8.292,144
126,Car,3,251,9.592,115
127,Car,3,251,9.544,113
128,Car,2,294,8.144,144
129,Car,2,295,8.169,141
130,Car,4,289,8.295,140
131,Car,2,294,8.127,140
132,Car,4,290,8.315,137
133,Car,3,251,9.549,113
134,Car,2,257,9.375,103
135,Car,2,257,9.351,102
136,Plus Bus,1,145,16.621,70
137,Car,4,254,9.463,100
138,Car,3,212,11.271,73
139,Car,3,213,11.310,72
140,Car,3,213,11.306,71
141,Car,2,257,9.310,97
142,Car,3,213,11.249,70
143,Car,2,257,9.293,96
144,Car,3,213,11.234,67
145,Car,3,245,9.771,95
146,Car,3,245,9.770,92
147,Car,4,254,9.470,95
148,Car,3,245,9.754,90
149,Car,3,245,9.775,89
150,Car,4,254,9.472,93
151,Car,4,254,9.496,93
152,Car,3,245,9.804,86
153,Car,3,245,9.805,83
154,Car,4,254,9.493,92
155,Car,2,258,9.345,96
156,Car,3,241,9.904,79
157,Car,2,248,9.716,88
158,Car,3,241,9.898,78
159,Car,4,244,9.837,83
160,Plus Bus,1,131,18.368,52
161,Car,2,248,9.721,83
162,Car,4,244,9.852,81
163,Car,4,244,9.848,78
164,Car,4,244,9.860,77
165,Car,4,244,9.788,76
166,Car,3,242,9.937,75
167,Car,2,248,9.716,83
168,Car,4,245,9.818,75
169,Car,2,247,9.665,82
170,Car,3,242,9.938,73
171,Car,3,242,9.862,72
172,Car,4,245,9.834,72
173,Car,2,248,9.715,80
174,Car,3,243,9.920,72
175,Car,2,248,9.698,78
176,Car,2,248,9.703,75
177,Car,4,244,9.801,70
178,Car,3,198,12.042,41
179,Car,4,202,11.820,43
180,Car,4,202,11.825,42
181,Car,3,198,12.058,41
182,Car,4,203,11.881,40
183,Car,4,203,11.856,41
184,Car,4,202,11.807,42
185,Car,4,203,11.862,43
186,Car,3,198,12.063,41
187,Car,4,235,10.250,73
188,Car,4,235,10.165,71
189,Car,2,204,11.685,45
190,Car,4,235,10.169,69
191,Car,4,236,10.196,65
192,Car,4,236,10.173,67
193,Car,3,198,12.042,40
194,Car,4,236,10.201,67
195,Car,3,199,12.102,40
196,Car,3,198,12.037,39
197,Car,3,198,12.049,38
198,Car,2,204,11.687,46
199,Car,3,199,12.115,36
200,Car,3,197,12.230,37
201,Car,3,229,10.491,64
202,Car,3,229,10.439,62
203,Car,2,197,12.111,40
204,Car,4,236,10.204,66
205,Plus Bus,1,72,33.272,4
206,Car,3,230,10.471,62
207,Car,3,230,10.479,61
208,Car,3,230,10.485,54
209,Car,4,236,10.175,63
210,Car,4,236,10.198,63
211,Car,2,230,10.469,69
212,Car,3,230,10.477,55
213,Car,2,229,10.440,67
214,Car,3,230,10.458,56
215,Car,4,236,10.220,62
216,Car,2,230,10.409,66
217,Car,4,236,10.204,61
218,Car,4,236,10.199,60
219,Car,4,236,10.217,60
220,Car,3,230,10.475,56
221,Car,4,236,10.174,60
222,Car,3,184,13.093,55
223,Car,4,191,12.575,60
224,Car,2,180,13.394,48
225,Car,4,192,12.556,58
226,Car,3,184,13.016,52
227,Car,2,179,13.349,46
228,Car,3,184,13.024,54
229,Car,2,179,13.360,46
230,Car,4,191,12.493,59
231,Car,3,184,13.061,55
232,Car,3,185,13.014,55
233,Car,3,184,12.971,57
234,Car,4,192,12.550,60
235,Car,4,191,12.507,59
236,Car,3,184,12.968,56
237,Car,4,191,12.530,59
238,Car,3,184,13.000,58
239,Car,4,225,10.658,90
240,Car,3,184,12.960,58
241,Car,2,180,13.369,45
242,Car,3,185,12.993,57
243,Car,3,185,12.931,59
244,Car,4,225,10.658,87
245,Car,3,185,12.963,60
246,Car,4,225,10.632,85
247,Car,4,225,10.632,83
248,Car,2,179,13.463,45
249,Car,2,179,13.435,44
250,Car,2,179,13.454,45
251,Car,2,179,13.448,43
252,Car,4,225,10.615,79
253,Car,3,185,12.978,57
254,Car,4,226,10.644,77
255,Car,4,226,10.617,77
256,Car,4,226,10.628,78
257,Car,3,185,13.013,49
258,Car,2,179,13.448,42
259,Car,3,217,11.089,75
260,Car,4,226,10.627,77
261,Car,3,217,11.097,71
262,Car,4,226,10.613,77
263,Car,4,226,10.598,75
264,Car,3,217,11.023,62
265,Car,3,218,11.043,60
266,Car,2,124,19.333,20
267,Car,2,124,19.347,19
268,Car,2,124,19.367,19
269,Car,4,178,13.453,48
270,Car,4,178,13.491,46
271,Car,2,125,19.243,18
272,Car,4,178,13.458,43
273,Car,2,125,19.288,17
274,Car,3,171,14.105,34
275,Car,2,125,19.285,17
276,Car,3,171,14.077,29
277,Car,3,171,14.070,29
278,Car,3,171,14.085,27
279,Car,3,171,14.095,27
280,Car,2,125,19.234,16
281,Car,3,171,14.095,27
282,Car,3,171,13.941,27
283,Car,2,125,19.243,15
284,Car,2,125,19.228,14
285,Car,3,171,13.949,27
286,Car,3,171,13.985,28
287,Car,2,157,15.340,43
288,Car,2,157,15.334,41
289,Car,2,157,15.317,39
290,Car,4,178,13.471,43
291,Car,4,178,13.501,41
292,Car,4,178,13.400,42
293,Car,4,179,13.474,41
294,Car,3,172,13.993,27
295,Car,4,179,13.470,42
296,Car,4,178,13.419,42
297,Car,2,158,15.261,39
298,Car,2,158,15.247,35
299,Car,3,172,13.991,27
300,Car,3,172,13.976,27
301,Car,3,172,13.996,27
302,Car,3,172,13.911,27
303,Car,4,178,13.469,42
304,Car,4,211,11.431,71
305,Car,3,172,13.888,27
306,Car,3,172,13.871,27
307,Car,3,206,11.690,57
308,Car,2,158,15.250,33
309,Car,2,158,15.217,32
310,Bus,2,145,16.514,32
311,Car,4,191,12.507,67
312,Car,3,193,12.446,57
313,Car,2,145,16.609,31
314,Car,4,192,12.551,64
315,Car,3,193,12.446,56
316,Car,2,145,16.578,31
317,Car,4,192,12.467,64
318,Car,4,192,12.471,64
319,Car,4,193,12.491,65
320,Car,2,145,16.621,30
321,Car,3,193,12.426,55
322,Car,2,114,20.988,25
323,Car,3,193,12.411,55
324,Car,4,163,14.757,45
325,Car,4,163,14.766,46
326,Car,3,193,12.402,56
327,Car,3,164,14.689,55
328,Car,4,163,14.760,46
329,Car,2,114,21.047,24
330,Car,4,162,14.713,46
331,Car,2,114,21.076,24
332,Car,2,114,21.132,25
333,Car,2,114,21.148,25
334,Car,2,114,21.070,25
335,Car,4,162,14.763,46
336,Car,3,164,14.693,54
337,Car,3,163,14.665,53
338,Car,4,163,14.751,46
339,Car,3,163,14.673,53
340,Car,4,163,14.654,45
341,Car,3,164,14.703,52
342,Car,4,163,14.652,44
343,Car,3,163,14.669,49
344,Car,2,114,21.097,25
345,Car,3,163,14.700,49
346,Car,4,164,14.671,44
347,Car,2,114,21.112,24
348,Car,4,163,14.647,45
349,Car,2,114,21.102,24
350,Car,3,163,14.745,45
351,Car,3,163,14.681,42
352,Car,4,163,14.678,44
353,Car,4,163,14.661,44
354,Plus Bus,1,77,31.079,15
355,Car,3,147,16.215,34
356,Car,4,150,15.925,37
357,Car,4,150,15.920,35
358,Car,3,148,16.272,27
359,Car,3,148,16.280,26
360,Car,4,184,13.099,63
361,Car,4,183,13.118,63
362,Car,4,183,13.101,61
363,Car,2,131,18.406,45
364,Car,4,184,13.092,60
365,Car,4,184,13.100,58
366,Car,2,131,18.390,43
367,Car,3,148,16.262,26
368,Car,4,184,13.107,56
369,Car,3,148,16.278,26
370,Car,2,131,18.333,41
371,Car,2,131,18.338,39
372,Car,3,148,16.268,26
373,Car,2,131,18.352,38
374,Car,4,184,13.101,55
375,Car,4,184,13.106,53
376,Car,2,96,25.014,27
377,Car,3,147,16.385,52
378,Car,3,147,16.396,45
379,Car,2,96,25.050,26
380,Car,3,146,16.394,45
381,Car,2,96,24.961,26
382,Car,2,97,24.864,26
383,Car,3,147,16.399,43
384,Car,2,96,24.968,24
385,Car,3,146,16.360,37
386,Car,4,153,15.611,45
387,Car,4,154,15.614,44
388,Car,3,146,16.409,28
389,Car,3,147,16.320,27
390,Car,2,96,24.914,23
391,Car,2,96,24.918,21
392,Car,2,97,24.856,21
393,Car,2,97,24.862,20
394,Car,4,154,15.591,44
395,Car,3,147,16.314,27
396,Car,3,147,16.346,27
397,Car,2,97,24.834,20
398,Car,4,137,17.537,30
399,Car,2,87,27.675,15
400,Car,3,136,17.648,27
401,Car,2,87,27.638,14
402,Car,3,136,17.608,27
403,Car,4,138,17.443,27
404,Car,2,87,27.645,12
405,Car,2,87,27.693,10
406,Car,2,88,27.374,9
407,Car,2,87,27.517,7
408,Car,4,138,17.470,28
409,Car,2,120,20.080,37
410,Car,4,137,17.431,27
411,Car,3,136,17.600,27
412,Car,2,120,20.076,34
413,Car,2,120,20.083,28
414,Car,2,120,20.054,27
415,Car,2,120,20.075,27
416,Car,4,137,17.476,27
417,Car,3,136,17.528,27
418,Car,2,120,20.076,26
419,Car,3,137,17.594,28
420,Car,4,97,24.672,20
421,Car,4,97,24.661,17
422,Car,3,97,24.865,21
423,Car,3,97,24.828,20
424,Car,4,97,24.604,15
425,Car,3,97,24.822,19
426,Car,4,98,24.562,13
427,Car,2,87,27.650,25
428,Car,4,98,24.559,12
429,Car,4,130,18.486,42
430,Car,3,97,24.813,18
431,Car,2,87,27.570,23
432,Car,3,97,24.829,17
433,Car,2,87,27.626,23
434,Car,3,97,24.580,17
435,Car,2,87,27.675,23
436,Car,4,131,18.385,40
437,Car,2,86,27.828,21
438,Car,4,131,18.388,39
439,Car,4,131,18.353,38
440,Car,4,131,18.308,37
441,Car,2,87,27.645,20
442,Car,2,78,30.799,11
443,Car,2,78,30.801,9
444,Car,4,126,19.049,34
445,Car,4,127,18.973,34
446,Car,4,127,18.987,33
447,Car,2,78,30.762,8
448,Car,4,126,19.093,32
449,Car,4,126,19.091,30
450,Car,3,120,19.899,40
451,Car,3,121,19.801,35
452,Car,2,78,30.722,7
453,Car,3,121,19.788,32
454,Car,4,126,19.091,27
455,Car,4,125,19.101,25
456,Car,4,125,19.094,23
457,Car,2,78,30.686,6
458,Car,3,121,19.804,31
459,Car,2,78,30.741,3
460,Car,2,78,30.818,1
461,Car,3,122,19.719,28
462,Car,3,122,19.724,26
463,Car,3,122,19.724,26
464,Plus Bus,1,73,32.906,9
465,Car,3,79,30.422,13
466,Car,3,79,30.469,12
467,Car,3,79,30.476,12
468,Car,3,79,30.435,11
469,Car,2,72,33.469,12
470,Car,3,79,30.449,10
471,Car,4,83,28.850,16
472,Car,2,71,33.684,12
473,Car,2,71,33.692,11
474,Car,3,79,30.258,9
475,Car,4,83,28.786,14
476,Car,3,79,30.277,9
477,Car,2,71,33.709,11
478,Car,3,79,30.239,8
479,Car,3,79,30.261,7
480,Car,3,79,30.287,6
481,Car,3,79,30.358,5
482,Car,3,79,30.330,5
483,Car,2,72,33.458,9
484,Car,2,72,33.361,8
485,Car,3,79,30.380,3
486,Car,3,112,21.349,30
487,Car,3,113,21.310,29
488,Car,3,113,21.336,28
489,Car,3,113,21.250,27
490,Car,3,113,21.199,27
491,Car,2,68,35.373,5
492,Car,2,68,35.464,4
493,Car,3,113,21.205,27
494,Car,2,68,35.214,2
495,Car,4,76,31.725,4
496,Car,4,76,31.699,2
497,Car,2,68,35.192,1
498,Plus Bus,1,64,37.476,0
499,Car,3,113,21.210,26
500,Car,4,76,31.525,0
501,Car,3,113,21.197,26
502,Car,2,68,35.258,1
503,Car,2,69,34.895,0
504,Car,4,76,31.493,0
505,Car,3,113,21.198,24
506,Car,3,113,21.203,23
507,Car,3,114,21.146,23
508,Car,2,61,39.416,3
509,Car,3,73,33.036,4
510,Car,3,73,33.005,3
511,Car,2,61,39.333,2
512,Car,3,73,32.913,2
513,Car,3,73,32.889,2
514,Car,2,61,39.453,2
515,Car,2,62,38.807,1
516,Car,4,61,39.222,2
517,Car,3,73,32.964,1
518,Car,2,62,38.846,0
519,Car,4,61,39.254,2
520,Car,3,73,32.862,0
521,Car,2,62,38.825,0
522,Car,4,62,38.884,1
523,Car,2,62,38.766,0
524,Car,3,73,32.916,0
525,Car,2,62,38.763,0
526,Car,3,73,32.905,0
527,Car,2,62,38.801,0
528,Car,4,62,38.855,0
529,Car,2,62,38.749,0
530,Car,2,62,38.756,0
531,Car,3,73,32.827,0
532,Car,4,61,39.457,0
533,Car,2,62,38.726,0
534,Car,4,61,39.483,0
535,Car,3,73,32.889,0
536,Car,4,61,39.407,0
537,Car,3,73,32.972,0
538,Car,2,62,38.814,0
539,Car,2,62,38.800,0
540,Car,4,61,39.362,0
541,Car,3,105,22.956,30
542,Car,4,61,39.291,0
543,Car,3,104,22.986,29
544,Car,3,105,22.890,29
545,Car,4,61,39.295,0
546,Car,4,61,39.253,0
547,Car,2,62,38.687,0
548,Car,4,62,38.899,0
549,Car,3,105,22.936,28
550,Car,2,62,38.660,0
551,Car,2,62,38.711,0
552,Car,2,54,44.550,0
553,Car,2,54,44.480,0
554,Car,2,54,44.496,0
555,Car,3,54,44.592,0
556,Car,3,53,45.394,0
557,Car,2,53,45.207,0
558,Car,2,53,45.278,0
559,Car,2,53,45.293,0
560,Car,4,53,45.269,0
561,Car,3,53,45.408,0
562,Car,4,53,45.279,0
563,Car,4,53,45.291,0
564,Car,2,53,45.380,0
565,Car,4,53,45.163,0
566,Car,2,53,45.508,0
567,Car,4,53,45.159,0
568,Car,3,53,45.229,0
569,Car,3,53,44.989,0
570,Car,4,53,45.296,0
571,Car,2,54,44.578,0
572,Plus Bus,1,56,43.031,0
573,Car,3,53,45.093,0
574,Car,2,53,45.227,0
575,Car,2,53,45.385,0
576,Car,3,53,45.082,0
577,Car,2,53,45.431,0
578,Car,2,53,45.468,0
579,Car,2,53,45.456,0
580,Car,3,53,45.075,0
581,Car,3,54,44.583,0
582,Car,3,53,45.231,0
583,Car,4,53,44.988,0
584,Car,3,53,45.178,0
585,Car,4,53,45.050,0
586,Car,4,53,45.050,0
587,Car,2,54,44.633,0
588,Car,2,53,45.271,0
589,Car,4,53,45.153,0
590,Car,2,53,45.285,0
591,Car,3,53,45.262,0
592,Bus,3,55,43.524,0
593,Car,3,54,44.347,0
594,Car,3,54,44.577,0
595,Car,2,53,45.311,0
596,Car,3,76,31.649,19
597,Car,2,76,31.652,19
598,Car,4,76,31.536,17
599,Car,3,76,31.503,18
600,Car,4,76,31.565,17
601,Car,3,76,31.405,17
602,Car,2,76,31.572,18
603,Car,4,76,31.585,16
604,Car,4,76,31.510,16
605,Car,4,76,31.491,15
606,Car,2,77,31.285,17
607,Car,3,77,31.300,17
608,Car,4,52,46.220,0
609,Car,3,77,31.195,15
610,Car,2,77,31.230,16
611,Car,3,53,45.271,0
612,Car,4,52,45.933,0
613,Car,4,53,45.242,0
614,Car,4,53,45.166,0
615,Car,4,53,45.150,0
616,Car,4,53,45.154,0
617,Bus,2,78,30.685,13
618,Car,2,52,46.034,0
619,Car,4,53,45.230,0
620,Car,3,53,45.348,0
621,Car,4,53,45.336,0
622,Car,3,53,45.340,0
623,Car,3,53,45.336,0
624,Car,4,53,45.130,0
625,Car,2,54,44.528,0
626,Car,4,53,45.121,0
627,Car,3,53,45.160,0
628,Car,3,53,45.223,0
629,Car,3,53,45.338,0
630,Car,3,53,45.472,0
631,Car,3,53,45.478,0
632,Car,4,86,27.823,30
633,Plus Bus,1,57,42.269,0
634,Car,2,54,44.434,0
635,Plus Bus,1,56,42.825,0
636,Car,3,53,45.272,0
637,Car,2,54,44.457,0
638,Car,4,86,27.852,28
639,Car,2,53,45.292,0
640,Car,4,73,32.868,14
641,Car,2,71,33.813,13
642,Car,2,71,33.919,13
643,Car,4,73,32.965,14
644,Car,2,72,33.444,13
645,Car,4,73,32.766,12
646,Car,2,72,33.435,12
647,Car,2,72,33.314,9
648,Car,4,73,32.656,12
649,Car,3,71,33.794,12
650,Car,4,73,32.714,11
651,Car,3,71,33.823,12
652,Car,3,71,33.866,11
653,Car,2,72,33.336,9
654,Car,2,72,33.312,8
655,Car,4,74,32.567,10
656,Car,3,71,33.924,10
657,Car,2,72,33.350,7
658,Car,2,72,33.370,6
659,Car,3,71,33.642,9
660,Car,2,73,32.986,5
661,Car,2,86,27.968,30
662,Car,4,52,46.063,0
663,Car,2,86,27.975,28
664,Car,3,52,46.132,0
665,Car,4,85,28.253,29
666,Car,4,85,28.332,27
667,Car,4,85,28.278,27
668,Car,3,85,28.219,28
669,Car,2,86,27.961,27
670,Car,4,86,27.973,26
671,Car,4,86,28.033,25
672,Car,3,85,28.135,27
673,Car,4,86,27.903,23
674,Car,3,85,28.130,27
675,Car,3,86,27.978,25
676,Car,2,86,27.851,26
677,Car,2,87,27.685,24
678,Car,2,87,27.620,24
679,Car,4,86,27.924,22
680,Car,4,86,27.962,22
681,Car,2,87,27.602,23
682,Car,4,86,27.906,20
683,Car,2,87,27.632,22
684,Car,3,71,33.866,10
685,Car,4,76,31.510,10
686,Car,4,76,31.583,9
687,Car,3,71,33.804,9
688,Car,4,76,31.576,6
689,Car,2,75,32.088,10
690,Car,4,76,31.466,4
691,Car,3,71,33.763,8
692,Car,3,71,33.753,7
693,Car,2,75,32.140,9
694,Car,4,76,31.511,3
695,Car,4,77,31.305,1
696,Car,4,77,31.295,1
697,Car,2,75,32.115,8
698,Car,2,76,31.716,6
699,Car,4,77,31.316,0
700,Car,2,76,31.710,5
701,Car,2,76,31.703,5
702,Car,4,77,31.252,0
703,Car,3,71,33.720,6
704,Car,3,71,33.786,5
705,Car,2,76,31.686,4
706,Car,4,76,31.730,19
707,Car,2,76,31.651,19
708,Car,3,76,31.602,19
709,Car,3,76,31.430,16
710,Car,2,77,31.271,16
711,Car,4,76,31.406,17
712,Car,3,77,31.237,15
713,Car,3,77,31.214,15
714,Car,3,77,31.128,15
715,Car,2,77,31.237,15
716,Car,3,77,31.236,14
717,Car,3,77,31.133,12
718,Car,3,77,31.059,12
719,Car,3,77,31.067,11
720,Car,3,77,31.098,11
721,Car,4,77,31.254,16
722,Car,4,77,31.169,16
723,Car,4,77,31.105,14
724,Car,2,77,31.148,14
725,Car,2,77,31.144,14
726,Car,3,77,31.025,10
727,Car,4,77,31.094,14
728,Car,2,68,35.470,3
729,Car,2,67,35.772,3
730,Car,3,73,32.815,6
731,Car,2,67,35.832,1
732,Car,3,73,32.941,5
733,Car,3,73,32.885,4
734,Car,3,74,32.485,2
735,Car,4,68,35.148,5
736,Car,4,69,34.954,4
737,Car,2,67,35.872,1
738,Car,4,68,35.125,3
739,Car,4,69,34.921,2
740,Car,4,69,34.881,2
741,Car,4,68,35.194,1
742,Car,3,74,32.530,1
743,Car,2,67,35.903,0
744,Plus Bus,1,60,40.065,0
745,Car,3,74,32.511,0
746,Car,2,67,35.991,0
747,Car,2,67,35.920,0
748,Car,4,68,35.222,1
749,Car,4,68,35.263,1
750,Bus,2,68,35.333,5
751,Car,4,67,35.996,7
752,Car,4,67,35.972,7
753,Car,3,66,36.473,9
754,Car,3,66,36.426,9
755,Car,4,66,36.135,6
756,Car,4,67,35.941,6
757,Car,3,66,36.304,7
758,Car,3,67,35.956,6
759,Car,2,68,35.467,4
760,Car,4,66,36.147,5
761,Car,4,67,35.986,4
762,Car,4,67,35.994,3
763,Car,3,66,36.204,5
764,Car,2,67,35.806,3
765,Car,2,67,35.870,3
766,Car,3,67,35.919,4
767,Car,3,66,36.166,4
768,Car,2,67,35.818,1
769,Car,4,66,36.125,3
770,Car,3,67,35.754,1
771,Car,3,67,35.766,1
772,Car,2,63,38.159,0
773,Car,2,63,38.047,0
774,Car,4,65,36.928,0
775,Car,2,63,38.066,0
776,Car,3,66,36.432,0
777,Car,2,64,37.675,0
778,Car,3,66,36.494,0
779,Car,3,66,36.465,0
780,Car,4,65,36.771,0
781,Car,2,64,37.582,0
782,Car,2,63,38.127,0
783,Car,2,63,38.272,0
784,Car,4,65,36.674,0
785,Car,2,62,38.773,0
786,Car,4,65,36.734,0
787,Car,2,61,39.356,0
788,Car,3,65,36.674,0
789,Car,3,65,36.743,0
790,Car,3,65,36.809,0
791,Car,2,61,39.475,0
792,Car,2,60,40.122,0
793,Car,3,66,36.521,0
794,Car,2,55,43.763,0
795,Car,2,55,43.756,0
796,Car,3,55,43.783,0
797,Car,3,54,44.524,0
798,Car,4,54,44.210,0
799,Car,2,54,44.531,0
800,Car,4,54,44.186,0
801,Car,4,55,43.820,0
802,Car,3,53,45.256,0
803,Car,2,54,44.572,0
804,Car,3,53,45.363,0
805,Car,2,54,44.495,0
806,Car,2,55,43.737,0
807,Car,3,53,45.384,0
808,Car,4,54,44.210,0
809,Car,3,53,45.186,0
810,Car,4,54,44.481,0
811,Car,4,53,45.127,0
812,Car,4,53,45.032,0
813,Car,2,55,43.829,0
814,Car,2,54,44.511,0
815,Car,3,53,45.265,0
816,Car,3,53,45.243,0
817,Car,2,54,44.593,0
818,Car,4,53,45.013,0
819,Car,3,53,45.230,0
820,Car,3,53,45.226,0
821,Car,3,53,45.342,0
822,Car,4,53,45.053,0
823,Car,2,53,45.338,0
824,Car,4,53,45.218,0
825,Car,3,53,45.484,0
826,Car,4,53,45.218,0
827,Car,4,53,45.327,0
828,Car,3,53,45.073,0
829,Car,4,53,45.424,0
830,Car,3,53,45.055,0
831,Car,2,54,44.482,0
832,Car,2,55,43.822,0
833,Car,2,55,43.753,0
834,Bus,3,55,43.428,0
835,Car,2,55,43.771,0
836,Car,4,53,45.401,0
837,Car,3,54,44.223,0
838,Car,2,52,46.283,0
839,Car,2,54,44.528,0
840,Car,4,52,46.268,0
841,Car,4,53,45.143,0
842,Car,4,53,45.131,0
843,Car,3,52,45.942,0
844,Car,2,55,43.699,0
845,Car,3,53,45.486,0
846,Car,4,53,45.156,0
847,Car,3,53,45.436,0
848,Car,2,55,43.701,0
849,Car,3,53,45.435,0
850,Car,3,53,45.228,0
851,Car,2,55,43.709,0
852,Car,2,55,43.688,0
853,Car,2,55,43.706,0
854,Car,3,53,45.192,0
855,Car,2,55,43.716,0
856,Car,4,53,45.315,0
857,Car,3,53,45.371,0
858,Car,4,53,45.059,0
859,Car,3,53,45.301,0
860,Car,3,53,45.294,0
861,Car,2,55,43.765,0
862,Car,2,55,43.691,0
863,Plus Bus,1,57,42.256,0
864,Car,3,53,45.431,0
865,Car,4,53,45.031,0
866,Plus Bus,1,58,41.391,0
867,Car,4,53,45.012,0
868,Car,4,53,45.139,0
869,Car,2,55,43.673,0
870,Car,2,55,43.661,0
871,Car,3,53,45.416,0
872,Car,4,53,45.159,0
873,Car,4,53,45.262,0
874,Car,2,55,43.824,0
875,Car,4,53,45.313,0
876,Car,3,53,45.070,0
877,Car,2,55,43.808,0
878,Car,3,53,45.056,0
879,Car,2,56,42.982,0
880,Car,2,87,27.665,30
881,Car,4,53,45.191,0
882,Car,4,72,33.493,12
883,Car,3,71,33.662,13
884,Car,3,71,33.707,12
885,Car,3,72,33.477,11
886,Car,3,72,33.395,10
887,Car,3,72,33.426,10
888,Car,3,52,46.004,0
889,Car,2,73,33.005,15
890,Car,3,53,45.245,0
891,Car,4,72,33.457,11
892,Car,2,72,33.391,12
893,Car,4,71,33.689,11
894,Car,2,73,32.936,12
895,Car,2,73,33.012,10
896,Car,4,71,33.639,10
897,Car,2,73,33.030,10
898,Car,2,52,46.318,0
899,Car,2,55,43.811,0
900,Car,3,53,45.220,0
901,Car,3,53,45.289,0
902,Car,4,72,33.496,10
903,Car,3,53,45.280,0
904,Car,3,86,27.924,30
905,Car,3,86,27.843,28
906,Car,2,55,43.820,0
907,Car,3,86,27.802,27
908,Car,4,52,45.913,0
909,Car,4,53,45.316,0
910,Car,2,55,43.743,0
911,Car,2,55,43.836,0
912,Car,4,53,45.316,0
913,Car,4,53,45.469,0
914,Car,2,87,27.662,30
915,Car,4,53,45.138,0
916,Car,3,87,27.673,26
917,Car,4,86,27.972,29
918,Car,4,86,27.837,27
919,Car,2,87,27.632,28
