Throughput:,2600.000000
Iteration speed:,999
Interval between vehicle spawns:,30
Lanes in total:,4
Plsubus lanes:,2
Time stopped spawning cars, 3600
Duration of simulation, 3795
Total number of cars:,2619
ID, TYPE, LANE, SECS ON BRIDGE, AVG SPEED, TIME WAITED FOR GREEN
267,Car,3,285,8.385,103
268,Car,4,283,8.506,29
269,Car,3,285,8.384,106
270,Car,3,286,8.431,107
271,Car,4,283,8.481,28
272,Car,4,283,8.495,28
273,Car,4,283,8.476,27
274,Car,4,283,8.484,26
275,Car,4,283,8.468,25
276,Car,4,284,8.490,25
277,Car,3,286,8.432,108
278,Car,3,286,8.421,107
279,Car,4,284,8.466,25
280,Car,3,286,8.431,108
281,Car,4,283,8.458,25
282,Car,3,286,8.433,110
283,Car,3,286,8.433,109
284,Car,4,284,8.492,25
285,Car,3,286,8.431,109
286,Car,3,286,8.402,110
287,Car,3,286,8.408,108
288,Car,3,319,7.510,128
289,Car,4,283,8.479,25
290,Car,4,284,8.486,26
291,Car,4,284,8.478,26
292,Car,4,284,8.479,25
293,Car,4,283,8.457,24
294,Car,3,320,7.537,123
295,Car,4,316,7.623,46
296,Car,3,319,7.502,119
297,Car,4,316,7.600,45
298,Car,3,319,7.506,116
299,Car,4,316,7.578,43
300,Car,4,317,7.603,42
301,Car,4,316,7.569,41
302,Car,3,320,7.526,114
303,Car,4,317,7.608,39
304,Car,3,319,7.504,113
305,Car,4,316,7.562,38
306,Car,4,317,7.607,38
307,Car,3,319,7.498,106
308,Car,4,317,7.589,33
309,Car,3,319,7.502,101
310,Car,4,311,7.729,29
311,Car,3,310,7.772,94
312,Car,4,311,7.707,29
313,Car,3,309,7.725,91
314,Car,3,310,7.777,88
315,Car,4,311,7.692,28
316,Car,3,310,7.766,88
317,Car,4,311,7.703,27
318,Car,4,311,7.683,25
319,Car,3,310,7.762,90
320,Car,4,281,8.518,25
321,Car,4,281,8.517,25
322,Car,4,281,8.513,26
323,Car,4,281,8.527,26
324,Car,3,280,8.581,74
325,Car,4,282,8.538,26
326,Car,4,282,8.541,26
327,Car,3,280,8.584,73
328,Car,4,282,8.541,21
329,Car,3,281,8.580,73
330,Car,3,281,8.574,74
331,Car,3,281,8.576,73
332,Car,3,280,8.534,74
333,Car,3,281,8.533,71
334,Car,3,281,8.548,72
335,Car,3,313,7.666,100
336,Car,4,314,7.680,49
337,Car,3,313,7.645,98
338,Car,3,313,7.643,91
339,Car,3,313,7.630,86
340,Car,3,313,7.642,84
341,Car,4,314,7.679,46
342,Car,3,313,7.636,81
343,Car,4,314,7.646,41
344,Car,4,314,7.641,40
345,Car,3,314,7.680,79
346,Car,3,314,7.675,74
347,Car,4,314,7.666,36
348,Car,4,315,7.637,35
349,Car,3,314,7.621,68
350,Car,3,314,7.637,70
351,Car,4,315,7.639,35
352,Car,3,314,7.646,68
353,Car,3,314,7.643,62
354,Car,3,310,7.778,57
355,Car,4,304,7.922,32
356,Car,4,304,7.915,31
357,Car,4,304,7.933,31
358,Car,4,304,7.922,30
359,Car,3,309,7.726,53
360,Car,4,304,7.927,29
361,Car,4,305,7.891,28
362,Car,3,309,7.723,52
363,Car,3,310,7.763,51
364,Car,4,305,7.894,27
365,Car,3,310,7.770,51
366,Car,4,305,7.891,24
367,Car,3,310,7.775,49
368,Car,3,309,7.725,49
369,Car,3,310,7.751,49
370,Car,4,305,7.908,25
371,Car,4,305,7.872,25
372,Car,3,343,7.026,79
373,Car,3,342,7.014,81
374,Car,3,312,7.675,72
375,Car,3,312,7.650,73
376,Plus Bus,1,56,42.690,0
377,Car,4,275,8.744,25
378,Car,4,275,8.732,25
379,Car,4,275,8.711,25
380,Car,4,307,7.819,54
381,Car,3,312,7.650,73
382,Car,3,313,7.682,71
383,Car,3,313,7.671,72
384,Car,3,313,7.676,74
385,Car,3,313,7.634,73
386,Car,4,307,7.828,51
387,Car,3,313,7.627,72
388,Car,3,313,7.632,67
389,Car,4,308,7.812,45
390,Car,3,314,7.669,66
391,Car,3,314,7.680,67
392,Car,3,314,7.677,67
393,Car,3,314,7.670,68
394,Car,3,314,7.656,69
395,Car,4,308,7.812,44
396,Car,4,308,7.830,40
397,Car,3,314,7.656,67
398,Car,4,296,8.126,40
399,Car,4,296,8.119,38
400,Car,4,296,8.125,32
401,Car,3,309,7.736,59
402,Car,4,296,8.136,31
403,Car,4,296,8.139,30
404,Car,3,309,7.730,62
405,Car,3,309,7.749,58
406,Car,4,296,8.101,29
407,Car,4,296,8.111,29
408,Car,4,296,8.115,28
409,Car,4,296,8.138,27
410,Car,3,309,7.761,54
411,Car,3,341,7.038,84
412,Plus Bus,1,73,32.771,10
413,Car,3,341,7.038,82
414,Car,4,297,8.118,26
415,Car,3,341,7.039,82
416,Car,3,341,7.023,78
417,Car,4,297,8.097,26
418,Car,3,341,7.015,77
419,Car,4,297,8.079,25
420,Car,3,305,7.826,71
421,Plus Bus,1,84,28.533,18
422,Car,3,306,7.880,71
423,Car,4,264,9.102,25
424,Car,4,264,9.099,25
425,Car,3,306,7.861,73
426,Car,4,264,9.097,24
427,Car,4,264,9.094,23
428,Car,3,306,7.851,67
429,Car,3,306,7.822,65
430,Car,3,306,7.835,66
431,Car,3,306,7.853,65
432,Car,3,306,7.798,65
433,Car,4,296,8.073,52
434,Car,4,296,8.079,49
435,Car,4,297,8.110,49
436,Car,3,306,7.814,67
437,Car,3,307,7.840,68
438,Car,3,307,7.844,70
439,Car,4,297,8.061,46
440,Car,4,297,8.071,47
441,Car,4,298,8.091,47
442,Car,3,303,7.956,70
443,Car,3,303,7.944,70
444,Car,3,303,7.931,69
445,Car,3,303,7.925,68
446,Car,3,303,7.942,67
447,Car,3,303,7.957,67
448,Car,3,335,7.149,95
449,Car,4,292,8.218,47
450,Car,3,335,7.149,94
451,Car,3,335,7.161,92
452,Car,4,293,8.217,48
453,Car,3,335,7.160,89
454,Car,4,293,8.215,49
455,Car,4,293,8.228,48
456,Car,3,335,7.139,88
457,Car,4,293,8.224,50
458,Car,3,336,7.171,84
459,Car,4,293,8.213,48
460,Car,4,293,8.219,47
461,Car,3,336,7.174,83
462,Car,4,293,8.195,47
463,Car,4,293,8.207,46
464,Car,4,252,9.515,46
465,Car,4,252,9.517,46
466,Car,3,299,8.062,76
467,Car,4,252,9.508,47
468,Car,3,298,8.023,69
469,Car,4,252,9.503,47
470,Car,4,252,9.514,48
471,Car,4,253,9.509,48
472,Car,4,285,8.448,79
473,Car,3,299,7.992,67
474,Car,3,299,7.994,67
475,Car,3,300,8.029,66
476,Car,3,299,8.003,67
477,Car,3,299,7.984,67
478,Car,3,299,7.993,68
479,Car,3,299,7.994,69
480,Car,3,299,8.017,69
481,Car,4,285,8.449,79
482,Car,4,285,8.449,78
483,Car,4,286,8.433,80
484,Car,3,300,8.031,68
485,Car,3,300,8.007,68
486,Car,3,300,8.003,65
487,Car,4,286,8.428,77
488,Car,3,333,7.230,92
489,Car,3,333,7.206,89
490,Car,4,286,8.419,76
491,Car,3,333,7.214,85
492,Car,3,333,7.226,83
493,Car,4,285,8.393,77
494,Car,4,286,8.427,78
495,Car,3,333,7.230,81
496,Car,3,333,7.241,81
497,Car,4,286,8.420,76
498,Car,3,333,7.170,80
499,Car,4,286,8.372,73
500,Car,3,334,7.203,79
501,Car,3,334,7.196,79
502,Car,3,334,7.218,78
503,Car,3,334,7.220,78
504,Car,3,334,7.177,78
505,Car,3,334,7.190,79
506,Car,4,286,8.378,74
507,Car,3,334,7.187,79
508,Car,3,296,8.125,78
509,Car,3,296,8.063,79
510,Car,3,296,8.071,73
511,Car,4,238,10.092,74
512,Car,3,296,8.086,74
513,Car,3,296,8.065,75
514,Car,3,296,8.085,70
515,Car,3,296,8.088,70
516,Car,3,329,7.290,99
517,Car,3,329,7.306,94
518,Car,4,238,10.090,75
519,Car,4,238,10.089,74
520,Car,4,239,10.074,73
521,Car,4,239,10.075,74
522,Car,3,329,7.286,91
523,Car,4,239,10.071,73
524,Car,4,239,10.036,71
525,Car,3,329,7.276,86
526,Car,3,329,7.282,86
527,Car,3,329,7.259,81
528,Car,4,239,10.028,70
529,Car,3,330,7.294,80
530,Car,3,330,7.267,79
531,Car,3,330,7.285,77
532,Car,3,330,7.301,73
533,Car,3,330,7.232,74
534,Car,4,239,10.013,70
535,Car,3,330,7.244,76
536,Car,3,330,7.235,77
537,Car,3,330,7.239,78
538,Car,4,272,8.854,100
539,Car,3,330,7.260,80
540,Car,4,272,8.846,99
541,Car,3,330,7.265,80
542,Car,3,330,7.239,81
543,Car,3,331,7.282,82
544,Car,4,272,8.818,96
545,Car,3,330,7.247,83
546,Car,4,272,8.852,95
547,Car,3,331,7.269,79
548,Car,4,272,8.850,95
549,Car,4,272,8.841,92
550,Car,3,364,6.578,103
551,Car,3,364,6.582,100
552,Car,3,329,7.326,97
553,Car,3,328,7.298,90
554,Car,3,328,7.308,84
555,Car,3,329,7.314,80
556,Car,3,329,7.311,78
557,Car,4,222,10.812,77
558,Car,4,222,10.831,75
559,Car,3,329,7.317,74
560,Car,3,329,7.298,72
561,Car,3,329,7.299,69
562,Car,3,329,7.323,67
563,Car,3,329,7.330,67
564,Car,4,222,10.833,71
565,Car,3,329,7.317,65
566,Car,3,329,7.309,64
567,Car,3,329,7.320,63
568,Car,4,222,10.851,72
569,Car,4,222,10.771,73
570,Car,3,329,7.320,63
571,Car,4,222,10.773,72
572,Car,3,329,7.270,59
573,Car,4,222,10.784,71
574,Car,4,222,10.821,72
575,Car,4,223,10.767,72
576,Car,4,223,10.748,73
577,Car,4,223,10.784,73
578,Car,4,223,10.808,71
579,Car,4,223,10.797,70
580,Car,3,329,7.273,59
581,Car,4,223,10.775,71
582,Car,3,330,7.285,56
583,Car,4,224,10.764,70
584,Car,4,256,9.404,99
585,Car,4,256,9.407,98
586,Car,4,256,9.366,99
587,Car,3,330,7.268,56
588,Car,3,363,6.644,85
589,Car,4,257,9.384,100
590,Car,4,256,9.343,99
591,Car,4,256,9.335,98
592,Car,3,362,6.630,84
593,Car,4,257,9.369,94
594,Car,4,257,9.349,92
595,Car,4,257,9.363,91
596,Car,4,251,9.581,88
597,Car,3,352,6.809,81
598,Car,3,353,6.830,79
599,Car,4,251,9.596,88
600,Car,4,251,9.561,86
601,Car,4,251,9.583,87
602,Car,3,352,6.792,79
603,Car,4,252,9.567,83
604,Car,4,222,10.860,64
605,Car,3,352,6.808,75
606,Car,4,221,10.816,66
607,Car,3,353,6.817,75
608,Car,3,323,7.458,77
609,Car,3,323,7.438,76
610,Car,3,323,7.458,78
611,Car,4,222,10.838,65
612,Car,3,323,7.460,78
613,Car,4,221,10.816,64
614,Car,3,323,7.416,76
615,Car,3,323,7.400,75
616,Car,3,323,7.402,77
617,Car,4,222,10.846,64
618,Car,3,323,7.425,77
619,Car,3,323,7.431,74
620,Car,4,222,10.804,65
621,Car,4,254,9.473,94
622,Car,3,323,7.404,67
623,Car,3,323,7.415,64
624,Car,3,323,7.417,64
625,Car,4,255,9.443,96
626,Car,3,324,7.398,63
627,Car,4,255,9.450,96
628,Car,3,324,7.403,63
629,Car,4,254,9.424,94
630,Car,4,254,9.412,94
631,Car,4,255,9.448,94
632,Car,4,255,9.416,94
633,Car,4,254,9.427,99
634,Car,3,357,6.748,93
635,Car,4,254,9.426,98
636,Car,4,255,9.444,98
637,Car,4,255,9.453,95
638,Car,4,254,9.424,90
639,Car,4,254,9.440,90
640,Car,4,249,9.646,81
641,Car,3,347,6.922,93
642,Car,4,249,9.645,78
643,Car,3,347,6.921,88
644,Car,3,347,6.936,79
645,Car,4,249,9.635,76
646,Car,3,348,6.930,77
647,Car,3,348,6.927,76
648,Car,4,250,9.618,73
649,Car,3,348,6.930,74
650,Car,3,347,6.888,69
651,Car,3,347,6.884,67
652,Car,4,250,9.600,71
653,Car,3,347,6.884,63
654,Car,3,348,6.915,63
655,Car,4,250,9.633,71
656,Car,3,318,7.575,63
657,Car,3,318,7.547,62
658,Car,3,318,7.533,63
659,Car,4,250,9.572,71
660,Car,4,250,9.575,74
661,Car,3,318,7.543,64
662,Car,3,318,7.558,65
663,Car,3,319,7.555,66
664,Car,3,319,7.545,68
665,Car,4,251,9.597,101
666,Car,4,251,9.585,101
667,Car,3,319,7.559,62
668,Car,3,319,7.561,60
669,Car,4,251,9.561,99
670,Car,3,319,7.548,56
671,Car,3,350,6.824,86
672,Car,3,351,6.870,85
673,Car,3,351,6.853,83
674,Car,3,351,6.816,83
675,Car,4,251,9.557,96
676,Car,3,351,6.810,81
677,Car,3,352,6.849,82
678,Car,3,351,6.809,82
679,Car,3,352,6.836,80
680,Car,3,352,6.836,81
681,Car,4,251,9.576,94
682,Car,4,251,9.547,92
683,Car,4,251,9.576,91
684,Car,4,238,10.081,87
685,Car,4,238,10.055,88
686,Car,3,351,6.822,79
687,Car,4,239,10.078,88
688,Car,4,238,10.067,86
689,Car,3,352,6.851,81
690,Car,4,238,10.088,83
691,Car,3,351,6.815,80
692,Car,4,239,10.086,83
693,Car,3,351,6.828,79
694,Car,4,239,10.071,81
695,Car,3,351,6.844,80
696,Car,3,351,6.861,80
697,Car,4,239,10.054,80
698,Car,4,239,10.049,78
699,Car,4,239,10.064,75
700,Car,3,351,6.804,82
701,Car,3,352,6.830,83
702,Car,3,352,6.832,83
703,Car,3,352,6.833,83
704,Car,3,352,6.848,79
705,Car,4,239,10.066,75
706,Car,3,350,6.834,107
707,Car,3,351,6.862,104
708,Bus,3,353,6.821,97
709,Car,4,205,11.765,70
710,Car,3,352,6.844,94
711,Car,4,204,11.720,68
712,Car,3,352,6.838,94
713,Car,3,352,6.851,93
714,Car,4,206,11.670,67
715,Car,4,237,10.086,98
716,Car,4,238,10.133,97
717,Car,4,238,10.109,97
718,Car,3,351,6.839,93
719,Car,4,238,10.053,93
720,Car,4,239,10.064,93
721,Car,3,351,6.832,89
722,Car,4,239,10.074,92
723,Car,3,352,6.845,86
724,Car,4,239,10.058,91
725,Car,4,239,10.077,88
726,Car,4,239,10.087,86
727,Car,3,351,6.824,85
728,Car,4,236,10.152,84
729,Car,4,236,10.154,82
730,Car,3,348,6.915,84
731,Car,4,236,10.175,79
732,Car,3,348,6.893,80
733,Car,3,347,6.890,80
734,Car,3,347,6.887,79
735,Car,3,348,6.916,79
736,Car,4,236,10.193,80
737,Car,3,348,6.919,78
738,Car,3,348,6.925,78
739,Car,3,347,6.906,79
740,Car,4,237,10.157,81
741,Car,4,237,10.166,80
742,Car,3,347,6.884,80
743,Car,4,236,10.127,80
744,Car,3,347,6.899,82
745,Car,3,347,6.888,83
746,Car,4,237,10.160,78
747,Car,4,237,10.165,76
748,Car,4,237,10.169,75
749,Car,4,237,10.127,75
750,Car,3,340,7.022,114
751,Car,4,198,12.130,63
752,Car,3,341,7.072,113
753,Car,3,341,7.011,111
754,Car,4,230,10.475,92
755,Car,4,230,10.462,85
756,Car,3,342,7.030,111
757,Car,4,230,10.447,85
758,Car,3,342,7.044,103
759,Car,3,342,7.027,100
760,Car,3,342,7.043,100
761,Car,3,342,7.047,99
762,Car,4,230,10.467,86
763,Car,3,341,7.004,98
764,Car,4,231,10.431,86
765,Car,4,231,10.426,85
766,Car,3,341,6.999,95
767,Car,4,231,10.415,83
768,Car,4,231,10.394,81
769,Car,4,231,10.387,81
770,Car,3,342,7.050,94
771,Car,3,342,7.034,91
772,Car,3,342,7.011,85
773,Car,4,231,10.387,82
774,Plus Bus,2,55,43.037,0
775,Car,3,343,7.029,78
776,Car,3,343,7.027,79
777,Car,3,342,6.994,77
778,Car,4,231,10.375,80
779,Car,3,343,7.030,78
780,Car,4,232,10.396,80
781,Car,4,232,10.386,77
782,Car,3,343,7.021,79
783,Car,4,231,10.358,77
784,Car,4,232,10.373,78
785,Car,3,342,6.978,79
786,Plus Bus,2,57,41.450,0
787,Car,4,232,10.363,77
788,Car,3,343,7.024,80
789,Car,4,232,10.377,75
790,Car,3,343,7.027,80
791,Car,4,232,10.389,73
792,Car,3,375,6.424,111
793,Car,4,232,10.369,72
794,Car,4,187,12.860,52
795,Car,3,333,7.241,111
796,Car,3,332,7.196,105
797,Car,3,333,7.229,104
798,Car,3,333,7.243,100
799,Car,3,333,7.235,102
800,Car,3,333,7.220,99
801,Car,3,333,7.205,96
802,Car,3,333,7.207,93
803,Car,3,333,7.184,85
804,Car,3,334,7.217,83
805,Car,3,334,7.202,80
806,Car,4,187,12.883,51
807,Car,3,333,7.189,79
808,Car,4,219,10.969,78
809,Car,3,333,7.204,75
810,Car,3,333,7.217,74
811,Car,4,219,10.958,77
812,Car,3,333,7.202,75
813,Car,4,219,10.939,77
814,Car,4,219,10.950,75
815,Car,3,334,7.203,76
816,Car,3,334,7.189,77
817,Car,3,334,7.182,77
818,Car,3,334,7.183,76
819,Car,3,334,7.201,77
820,Car,4,219,10.948,75
821,Plus Bus,1,56,42.821,0
822,Car,4,220,10.938,75
823,Car,3,366,6.580,107
824,Car,3,367,6.559,107
825,Car,4,220,10.924,75
826,Car,4,220,10.953,74
827,Car,4,220,10.956,73
828,Car,3,367,6.560,106
829,Car,4,220,10.889,73
830,Car,3,367,6.570,105
831,Car,3,367,6.560,105
832,Car,3,367,6.556,104
833,Car,4,219,10.936,74
834,Car,3,367,6.560,104
835,Car,3,367,6.568,105
836,Car,3,367,6.528,103
837,Car,4,219,10.944,74
838,Car,4,170,14.163,42
839,Car,4,170,14.155,42
840,Car,4,170,14.181,43
841,Car,4,170,14.157,43
842,Car,3,331,7.241,102
843,Car,3,331,7.249,102
844,Car,3,331,7.247,99
845,Car,3,331,7.238,98
846,Car,4,170,14.176,42
847,Car,3,331,7.246,95
848,Car,3,331,7.235,88
849,Car,3,331,7.248,86
850,Car,4,170,14.147,42
851,Car,4,170,14.156,41
852,Car,4,170,14.143,41
853,Car,3,331,7.226,86
854,Car,4,203,11.833,72
855,Car,3,331,7.214,83
856,Car,4,203,11.834,70
857,Car,4,203,11.825,70
858,Car,3,332,7.255,84
859,Car,4,203,11.839,68
860,Car,4,203,11.814,66
861,Car,3,332,7.252,81
862,Car,4,203,11.841,67
863,Car,4,204,11.820,64
864,Car,3,332,7.241,79
865,Car,3,364,6.615,108
866,Car,4,204,11.797,64
867,Car,3,364,6.575,106
868,Car,4,204,11.803,63
869,Car,4,204,11.807,65
870,Car,4,204,11.805,63
871,Car,3,364,6.587,104
872,Car,3,364,6.590,106
873,Car,4,204,11.772,64
874,Car,3,364,6.606,101
875,Car,4,204,11.761,64
876,Car,3,364,6.563,101
877,Car,3,365,6.576,101
878,Car,3,365,6.572,100
879,Car,4,205,11.754,64
880,Car,3,365,6.566,100
881,Car,4,204,11.715,65
882,Car,3,356,6.722,102
883,Car,3,356,6.723,98
884,Car,3,356,6.722,99
885,Car,4,198,12.180,63
886,Car,4,198,12.161,63
887,Car,4,198,12.180,60
888,Car,4,198,12.182,61
889,Car,4,198,12.125,57
890,Car,4,200,11.966,77
891,Car,4,201,11.978,78
892,Car,4,201,11.993,78
893,Car,4,201,11.978,77
894,Car,3,356,6.739,98
895,Car,3,357,6.753,98
896,Car,3,326,7.320,86
897,Car,4,201,11.966,77
898,Car,4,201,11.999,77
899,Car,4,201,11.962,79
900,Car,4,201,11.993,77
901,Car,4,202,11.923,76
902,Car,3,326,7.322,83
903,Car,4,201,11.917,77
904,Car,3,326,7.325,80
905,Car,3,326,7.340,78
906,Car,3,326,7.336,77
907,Car,4,202,11.926,77
908,Car,3,327,7.363,76
909,Car,4,201,11.917,76
910,Car,3,327,7.351,72
911,Car,4,201,11.916,77
912,Car,3,359,6.707,99
